'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 0.5, 0.009492503
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 1.0, 0.014491487
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 1.5, 0.014575366
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 2.0, 0.022804229
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 2.5, 0.023693861
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 3.0, 0.029258443
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 3.5, 0.045395833
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 4.0, 0.035737816
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 4.5, 0.045832314
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 5.0, 0.043844767
'da79f16b476f6c7910ce49cdddc8ebc94b4f32aabe317b5bc8aa56955e3a3f72', 43752, 10.0, 0.08908778